"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
3.573984249E0,1.777970726E-2,2.471866591E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.578146874E0,1.786842075E-2,2.473422966E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.582309458E0,1.795387161E-2,2.476337693E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.586472041E0,1.787031412E-2,2.476760181E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.590634583E0,1.800764609E-2,2.478102834E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.594797166E0,1.808267847E-2,2.478423142E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.598959791E0,1.789641192E-2,2.474094706E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.603122374E0,1.781012083E-2,2.472982026E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.607284958E0,1.785021584E-2,2.474848244E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.611447583E0,1.773519328E-2,2.470005330E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.615610166E0,1.800575272E-2,2.472303952E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.619772708E0,1.782001356E-2,2.467753530E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.623935333E0,1.787115599E-2,2.469661061E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.628097833E0,1.783948126E-2,2.464094630E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.632260416E0,1.790125345E-2,2.471513233E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.636423041E0,1.788199540E-2,2.473688467E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.640585624E0,1.788073424E-2,2.471799941E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.644748249E0,1.792082762E-2,2.472049743E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.648910833E0,1.797344413E-2,2.474734222E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.653073416E0,1.810940848E-2,2.486514862E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.657235958E0,1.787336711E-2,2.470533578E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.661398583E0,1.788736269E-2,2.474768373E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.665561083E0,1.790862058E-2,2.470013593E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.669723708E0,1.792598526E-2,2.479250767E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.673886291E0,1.785053195E-2,2.474230761E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.678048916E0,1.799817594E-2,2.476006368E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.682211499E0,1.788189058E-2,2.473680480E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.686374083E0,1.810877790E-2,2.482518852E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.690536624E0,1.786568551E-2,2.477401349E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.694699249E0,1.788589025E-2,2.474205974E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.698861791E0,1.784632263E-2,2.469226454E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.703024416E0,1.795008322E-2,2.468037484E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.707186999E0,1.775129516E-2,2.472581571E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.711349541E0,1.783958772E-2,2.475215649E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.715512124E0,1.781054176E-2,2.469178256E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.719674708E0,1.778886458E-2,2.470684506E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.723837333E0,1.788410006E-2,2.469154295E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.727999916E0,1.806257855E-2,2.476031155E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.732162541E0,1.779454634E-2,2.479731368E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.736325083E0,1.784348093E-2,2.473749334E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.740487624E0,1.773287897E-2,2.465153053E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.744650249E0,1.784590006E-2,2.471846210E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.748812833E0,1.802616874E-2,2.485827699E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.752975458E0,1.803784838E-2,2.480270632E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.757137958E0,1.809688534E-2,2.479579889E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.761300624E0,1.780001846E-2,2.471769645E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.765463166E0,1.785053195E-2,2.469430262E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.769625833E0,1.781780407E-2,2.472838534E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.773788333E0,1.800006931E-2,2.476117085E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.777950958E0,1.790030677E-2,2.469275478E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.782113499E0,1.796450137E-2,2.473163249E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.786276124E0,1.782232950E-2,2.471864939E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.790438666E0,1.779454634E-2,2.469164210E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.794601291E0,1.792714324E-2,2.478572418E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.798763833E0,1.797376024E-2,2.473028020E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.802926458E0,1.808183661E-2,2.485925472E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.807089041E0,1.789073179E-2,2.479144181E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.811251624E0,1.774876957E-2,2.469552547E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.815414166E0,1.786958036E-2,2.475068577E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.819576791E0,1.809656923E-2,2.483510074E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.823739333E0,1.795513440E-2,2.476861259E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.827901916E0,1.818349417E-2,2.488681283E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.832064541E0,1.795660685E-2,2.477081591E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.836227083E0,1.793598281E-2,2.475894549E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.840389708E0,1.809835778E-2,2.484407930E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.844552249E0,1.788410006E-2,2.476041896E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.848714833E0,1.799165067E-2,2.480583229E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.852877458E0,1.802480112E-2,2.483764558E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.857040041E0,1.786042468E-2,2.478535512E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.861202666E0,1.792851086E-2,2.476718869E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.865365208E0,1.794555615E-2,2.475099423E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.869527833E0,1.788599507E-2,2.472806035E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.873690416E0,1.774876957E-2,2.464353245E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.877852958E0,1.789515076E-2,2.472436151E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.882015583E0,1.787189303E-2,2.468913031E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.886178124E0,1.775413686E-2,2.462931273E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.890340666E0,1.792019704E-2,2.471413807E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.894503333E0,1.792219687E-2,2.473656244E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.898665874E0,1.796260472E-2,2.476975556E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.902828499E0,1.781443662E-2,2.468175467E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.906991083E0,1.802806212E-2,2.478215479E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.911153666E0,1.811688043E-2,2.476116809E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.915316249E0,1.808972949E-2,2.480204808E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.919478791E0,1.793819393E-2,2.474303471E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.923641416E0,1.793408780E-2,2.475803937E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.927803999E0,1.795608109E-2,2.477439907E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.931966541E0,1.797954846E-2,2.478950288E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.936129166E0,1.779202075E-2,2.472143660E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.940291708E0,1.798596727E-2,2.472150820E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.944454374E0,1.794818820E-2,2.473664782E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.948616916E0,1.787115599E-2,2.475078216E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.952779541E0,1.798702042E-2,2.475970288E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.956942041E0,1.781127881E-2,2.471654521E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.961104666E0,1.788325983E-2,2.470208587E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.965267249E0,1.788788845E-2,2.470883907E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.969429874E0,1.789978101E-2,2.468033353E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.973592416E0,1.784937234E-2,2.469175227E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.977754958E0,1.788946899E-2,2.472436702E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.981917541E0,1.789599262E-2,2.469738452E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.986080166E0,1.796544806E-2,2.476712809E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.990242791E0,1.790809319E-2,2.473671667E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.994405333E0,1.787810383E-2,2.467697345E1,1.502300000E-5,1.600000024E0,5.000000000E1
3.998567958E0,1.794440145E-2,2.470198122E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.002730458E0,1.786526294E-2,2.467068846E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.006893124E0,1.792503694E-2,2.474877438E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.011055624E0,1.785316237E-2,2.475174336E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.015218249E0,1.795660685E-2,2.471459526E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.019380874E0,1.799965002E-2,2.474004920E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.023543458E0,1.789725542E-2,2.473714357E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.027706083E0,1.795545051E-2,2.478574621E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.031868624E0,1.795945018E-2,2.480272836E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.036031166E0,1.797228780E-2,2.474669223E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.040193791E0,1.785821355E-2,2.475980754E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.044356374E0,1.794755762E-2,2.474733395E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.048518958E0,1.787926016E-2,2.474470098E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.052681541E0,1.798544315E-2,2.482178163E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.056844083E0,1.787294454E-2,2.475070229E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.061006708E0,1.789104626E-2,2.474229660E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.065169291E0,1.787020930E-2,2.472052221E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.069331874E0,1.779465117E-2,2.470951660E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.073494499E0,1.778917741E-2,2.469483693E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.077656999E0,1.785253015E-2,2.471601090E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.081819624E0,1.784253261E-2,2.467501800E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.085982208E0,1.790125345E-2,2.470812574E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.090144833E0,1.781117398E-2,2.468779730E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.094307374E0,1.790325165E-2,2.471185212E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.098469958E0,1.795566016E-2,2.470260090E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.102632541E0,1.809509679E-2,2.472883978E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.106795124E0,1.779517692E-2,2.467327737E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.110957708E0,1.781727668E-2,2.474101867E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.115120291E0,1.788536286E-2,2.471831889E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.119282874E0,1.793492966E-2,2.475998381E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.123445416E0,1.817654633E-2,2.481627606E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.127608083E0,1.795755353E-2,2.480736361E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.131770666E0,1.791935517E-2,2.478414880E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.135933249E0,1.791851331E-2,2.480406412E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.140095833E0,1.783285280E-2,2.472891138E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.144258416E0,1.793271854E-2,2.479064035E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.148420999E0,1.797176040E-2,2.475842495E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.152583583E0,1.790335975E-2,2.477548972E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.156746124E0,1.786989483E-2,2.475674767E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.160908749E0,1.788662729E-2,2.473803316E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.165071333E0,1.779180947E-2,2.470291212E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.169233874E0,1.798775910E-2,2.480108688E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.173396458E0,1.793987602E-2,2.478588667E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.181721708E0,1.786558069E-2,2.470355109E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.185884249E0,1.777602533E-2,2.468797907E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.190046833E0,1.785021421E-2,2.467810266E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.194209416E0,1.798312721E-2,2.472630595E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.198371999E0,1.781506719E-2,2.472533098E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.202534583E0,1.792230006E-2,2.473533408E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.206697166E0,1.805037152E-2,2.481637246E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.210859749E0,1.798544315E-2,2.479101767E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.215022291E0,1.798112737E-2,2.478502462E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.219184958E0,1.797102500E-2,2.470134225E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.223347499E0,1.789420407E-2,2.472433673E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.231672666E0,1.783390432E-2,2.472503353E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.235835291E0,1.794724315E-2,2.474848795E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.239997791E0,1.786768371E-2,2.473138462E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.244160416E0,1.803353424E-2,2.475348124E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.248322999E0,1.796407880E-2,2.470207761E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.252485624E0,1.792145820E-2,2.474713290E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.256648249E0,1.796860587E-2,2.474008501E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.260810791E0,1.808762483E-2,2.473298754E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.264973333E0,1.781612034E-2,2.460683053E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.269135916E0,1.798838804E-2,2.473687090E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.273298541E0,1.793650693E-2,2.472501700E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.277461083E0,1.793250889E-2,2.467596543E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.281623708E0,1.810488305E-2,2.477928495E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.285786249E0,1.790767390E-2,2.473571416E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.289948833E0,1.785642500E-2,2.475080695E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.294111416E0,1.786084397E-2,2.477979998E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.298274041E0,1.813413865E-2,2.482528492E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.302436624E0,1.794829466E-2,2.480493168E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.306599166E0,1.798081126E-2,2.477503804E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.310761791E0,1.786368567E-2,2.475388610E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.314924374E0,1.799101846E-2,2.473712979E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.319086958E0,1.808867798E-2,2.477493338E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.323249541E0,1.791714405E-2,2.475020379E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.327412166E0,1.791251380E-2,2.468651386E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.331574708E0,1.786042304E-2,2.470783656E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.335737291E0,1.788325820E-2,2.465366225E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.339899874E0,1.787178821E-2,2.461935094E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.344062499E0,1.790651429E-2,2.466755974E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.348224999E0,1.784516302E-2,2.468464929E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.352387624E0,1.792209041E-2,2.472244462E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.356550208E0,1.796755108E-2,2.471092672E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.360712791E0,1.797018313E-2,2.474912691E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.364875416E0,1.805415991E-2,2.482294388E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.369037958E0,1.788126000E-2,2.476135813E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.373200541E0,1.800690905E-2,2.481307849E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.377363166E0,1.788883514E-2,2.478818364E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.381525708E0,1.783043040E-2,2.475866456E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.385688249E0,1.802837823E-2,2.485569083E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.389850916E0,1.784874176E-2,2.473352735E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.398176083E0,1.793871805E-2,2.475443418E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.402338624E0,1.803164086E-2,2.480373638E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.406501208E0,1.795187177E-2,2.474866146E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.410663833E0,1.787105117E-2,2.471078902E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.414826416E0,1.799428273E-2,2.476899266E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.418989041E0,1.778833555E-2,2.467152572E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.423151624E0,1.778939034E-2,2.468355589E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.427314166E0,1.799049270E-2,2.474611937E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.431476749E0,1.797176204E-2,2.474895615E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.435639333E0,1.780317463E-2,2.465414147E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.439801874E0,1.786705477E-2,2.473358795E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.443964541E0,1.786358085E-2,2.474297412E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.448127083E0,1.779454471E-2,2.475517229E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.452289666E0,1.805784348E-2,2.483404314E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.456452291E0,1.806047389E-2,2.482334048E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.460614833E0,1.790472737E-2,2.471833266E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.464777416E0,1.798512704E-2,2.481002137E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.468940041E0,1.793787455E-2,2.476452817E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.473102624E0,1.783853293E-2,2.478133680E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.477265208E0,1.770014945E-2,2.469090399E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.481427791E0,1.787473637E-2,2.472345815E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.485590333E0,1.784011184E-2,2.469612587E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.489752958E0,1.787126409E-2,2.470743996E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.493915541E0,1.790199049E-2,2.470881979E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.498078083E0,1.800333195E-2,2.474669774E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.502240666E0,1.791977447E-2,2.472335349E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.506403333E0,1.783400914E-2,2.469677861E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.510565916E0,1.786926261E-2,2.469791057E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.514728499E0,1.789462664E-2,2.468911378E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.518891041E0,1.784600652E-2,2.472953107E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.523053583E0,1.793419262E-2,2.472950077E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.527216208E0,1.794113882E-2,2.470186003E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.531378749E0,1.789146719E-2,2.475575617E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.535541416E0,1.790588535E-2,2.472609112E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.539703958E0,1.782538085E-2,2.473298754E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.543866583E0,1.790556760E-2,2.480423213E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.548029083E0,1.795439736E-2,2.476934795E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.552191749E0,1.790672721E-2,2.475474815E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.556354291E0,1.789956973E-2,2.480421009E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.560516874E0,1.782559050E-2,2.471506347E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.564679499E0,1.796871069E-2,2.478404689E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.568842083E0,1.798881061E-2,2.478860227E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.573004624E0,1.802911527E-2,2.479373878E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.577167249E0,1.791303955E-2,2.475453608E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.581329833E0,1.780728077E-2,2.469989907E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.585492416E0,1.789515076E-2,2.472879571E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.589654999E0,1.804847651E-2,2.479766621E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.593817624E0,1.791872296E-2,2.474729264E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.597980124E0,1.775097905E-2,2.469055696E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.602142749E0,1.802879916E-2,2.480946503E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.606305291E0,1.799133456E-2,2.474848244E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.610467916E0,1.791788109E-2,2.471445756E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.614630499E0,1.789146883E-2,2.477145763E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.618793124E0,1.796997185E-2,2.474232965E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.622955624E0,1.794524332E-2,2.472671907E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.631280791E0,1.786084397E-2,2.474890658E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.635443458E0,1.785021584E-2,2.475125312E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.639605958E0,1.791514585E-2,2.469432465E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.643768583E0,1.799680668E-2,2.475840016E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.647931124E0,1.803416645E-2,2.484299141E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.652093791E0,1.784979491E-2,2.473220536E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.656256416E0,1.795934372E-2,2.468664606E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.660418916E0,1.784789990E-2,2.469724131E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.664581499E0,1.788178575E-2,2.472336451E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.668744124E0,1.785516057E-2,2.469035591E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.672906749E0,1.787704904E-2,2.467122828E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.677069249E0,1.789683285E-2,2.470145793E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.681231874E0,1.784347929E-2,2.471935996E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.685394416E0,1.791525068E-2,2.475047094E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.689557041E0,1.787620717E-2,2.475376492E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.693719583E0,1.779907177E-2,2.471850617E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.697882166E0,1.791272508E-2,2.470411294E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.702044791E0,1.794871560E-2,2.476030053E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.706207374E0,1.786526294E-2,2.478353737E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.710369999E0,1.789788600E-2,2.472673560E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.714532541E0,1.800901371E-2,2.476495782E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.718695124E0,1.793135092E-2,2.471352390E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.722857666E0,1.794040178E-2,2.474229109E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.731182874E0,1.794050660E-2,2.476173545E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.735345499E0,1.790777872E-2,2.475192514E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.739508083E0,1.797460374E-2,2.475787963E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.743670624E0,1.794155811E-2,2.472246941E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.747833249E0,1.780086196E-2,2.468124240E1,1.502300000E-5,1.600000024E0,5.000000000E1
4.751995791E0,1.787631364E-2,2.469801247E1,1.502300000E-5,1.600000024E0,5.000000000E1
