"t","Luma","Luminance","Shutter Speed (s)","Aperture (f/N)","ISO"
3.546846021E1,1.584528671E-2,1.757449540E0,6.134900000E-5,1.600000024E0,5.000000000E1
3.547262279E1,1.606575032E-2,1.811124931E0,6.128000000E-5,1.600000024E0,5.000000000E1
3.547678533E1,1.603218221E-2,1.812619116E0,6.120800000E-5,1.600000024E0,5.000000000E1
3.548094792E1,1.590200772E-2,1.805282343E0,6.114100000E-5,1.600000024E0,5.000000000E1
3.548511050E1,1.620350485E-2,1.820763884E0,6.107800000E-5,1.600000024E0,5.000000000E1
3.548927313E1,1.588790568E-2,1.800967890E0,6.100200000E-5,1.600000024E0,5.000000000E1
3.549343571E1,1.601534492E-2,1.820999265E0,6.092600000E-5,1.600000024E0,5.000000000E1
3.549759829E1,1.586728001E-2,1.816861870E0,6.086300000E-5,1.600000024E0,5.000000000E1
3.550176087E1,1.616014721E-2,1.851926722E0,6.080000000E-5,1.600000024E0,5.000000000E1
3.550592342E1,1.642197190E-2,1.874556180E0,6.072200000E-5,1.600000024E0,5.000000000E1
3.551008604E1,1.643996715E-2,1.888169286E0,6.064400000E-5,1.600000024E0,5.000000000E1
3.551424862E1,1.631894671E-2,1.879933655E0,6.057200000E-5,1.600000024E0,5.000000000E1
3.551841117E1,1.631852578E-2,1.884958469E0,6.050500000E-5,1.600000024E0,5.000000000E1
3.552257383E1,1.634346560E-2,1.896701663E0,6.042600000E-5,1.600000024E0,5.000000000E1
3.552673633E1,1.629242635E-2,1.893342056E0,6.034300000E-5,1.600000024E0,5.000000000E1
3.553089892E1,1.624002112E-2,1.879693377E0,6.026900000E-5,1.600000024E0,5.000000000E1
3.553506150E1,1.630063535E-2,1.898020884E0,6.019500000E-5,1.600000024E0,5.000000000E1
3.553922412E1,1.656624679E-2,1.934968598E0,6.011900000E-5,1.600000024E0,5.000000000E1
3.554338667E1,1.668284662E-2,1.946924133E0,6.004300000E-5,1.600000024E0,5.000000000E1
3.554754925E1,1.671378595E-2,1.944458259E0,5.996300000E-5,1.600000024E0,5.000000000E1
3.555171187E1,1.654667426E-2,1.942242316E0,5.989600000E-5,1.600000024E0,5.000000000E1
3.555587442E1,1.652720656E-2,1.935452127E0,5.979800000E-5,1.600000024E0,5.000000000E1
3.556003700E1,1.661591678E-2,1.950031275E0,5.971200000E-5,1.600000024E0,5.000000000E1
3.556419967E1,1.655814425E-2,1.940459861E0,5.962700000E-5,1.600000024E0,5.000000000E1
3.556836217E1,1.667032512E-2,1.965832339E0,5.953800000E-5,1.600000024E0,5.000000000E1
3.557252479E1,1.664885758E-2,1.973251550E0,5.944800000E-5,1.600000024E0,5.000000000E1
3.557668737E1,1.676514130E-2,1.985833724E0,5.937000000E-5,1.600000024E0,5.000000000E1
3.558085000E1,1.692057335E-2,2.005489388E0,5.929100000E-5,1.600000024E0,5.000000000E1
3.558501250E1,1.694709208E-2,2.000730829E0,5.921700000E-5,1.600000024E0,5.000000000E1
3.558917508E1,1.698402928E-2,2.011753376E0,5.913900000E-5,1.600000024E0,5.000000000E1
3.559333767E1,1.680607654E-2,2.004655718E0,5.905800000E-5,1.600000024E0,5.000000000E1
3.559750033E1,1.694814359E-2,2.027285970E0,5.896900000E-5,1.600000024E0,5.000000000E1
3.560166287E1,1.693162241E-2,2.018530733E0,5.888500000E-5,1.600000024E0,5.000000000E1
3.560582550E1,1.682175749E-2,2.057340687E0,5.878900000E-5,1.600000024E0,5.000000000E1
3.560998808E1,1.698960622E-2,2.063881327E0,5.868200000E-5,1.600000024E0,5.000000000E1
3.561415067E1,1.685606428E-2,2.075314048E0,5.857300000E-5,1.600000024E0,5.000000000E1
3.561831325E1,1.700928684E-2,2.075158095E0,5.846600000E-5,1.600000024E0,5.000000000E1
3.562247579E1,1.692152004E-2,2.063355575E0,5.835700000E-5,1.600000024E0,5.000000000E1
3.562663837E1,1.679892234E-2,2.062301528E0,5.825400000E-5,1.600000024E0,5.000000000E1
3.563080096E1,1.680986657E-2,2.067185849E0,5.815100000E-5,1.600000024E0,5.000000000E1
3.563496358E1,1.683670140E-2,2.076703748E0,5.805400000E-5,1.600000024E0,5.000000000E1
3.563912608E1,1.680723452E-2,2.115689445E0,5.781400000E-5,1.600000024E0,5.000000000E1
3.564328875E1,1.691973149E-2,2.124458736E0,5.756000000E-5,1.600000024E0,5.000000000E1
3.564745125E1,1.678724106E-2,2.127833349E0,5.729400000E-5,1.600000024E0,5.000000000E1
3.565161388E1,1.693235945E-2,2.145977334E0,5.702000000E-5,1.600000024E0,5.000000000E1
3.565577646E1,1.702864808E-2,2.178662337E0,5.675300000E-5,1.600000024E0,5.000000000E1
3.565993908E1,1.684017368E-2,2.161852150E0,5.649800000E-5,1.600000024E0,5.000000000E1
3.566410167E1,1.667590206E-2,2.162682349E0,5.623300000E-5,1.600000024E0,5.000000000E1
3.566826425E1,1.690057826E-2,2.188826177E0,5.598600000E-5,1.600000024E0,5.000000000E1
3.567242683E1,1.742127947E-2,2.096256062E0,5.632300000E-5,1.600000024E0,5.000000000E1
3.567658942E1,1.745116565E-2,2.063317978E0,5.666200000E-5,1.600000024E0,5.000000000E1
3.568075196E1,1.730594080E-2,2.034443642E0,5.700300000E-5,1.600000024E0,5.000000000E1
3.568491454E1,1.735382387E-2,2.032472981E0,5.734600000E-5,1.600000024E0,5.000000000E1
3.568907721E1,1.747031724E-2,2.021733185E0,5.769100000E-5,1.600000024E0,5.000000000E1
3.569323971E1,1.720375912E-2,2.007698239E0,5.803900000E-5,1.600000024E0,5.000000000E1
3.569740233E1,1.745790056E-2,2.004014290E0,5.838900000E-5,1.600000024E0,5.000000000E1
3.570156487E1,1.733488193E-2,1.985842133E0,5.874100000E-5,1.600000024E0,5.000000000E1
3.570572746E1,1.742559362E-2,2.025432923E0,5.909500000E-5,1.600000024E0,5.000000000E1
3.570989008E1,1.737907980E-2,2.009934000E0,5.945100000E-5,1.600000024E0,5.000000000E1
3.571405258E1,1.724711512E-2,1.996484564E0,5.980900000E-5,1.600000024E0,5.000000000E1
3.571821521E1,1.718702502E-2,1.978971331E0,6.016900000E-5,1.600000024E0,5.000000000E1
3.572237779E1,1.736287309E-2,1.969614303E0,6.053100000E-5,1.600000024E0,5.000000000E1
3.572654037E1,1.730373295E-2,1.955095738E0,6.089600000E-5,1.600000024E0,5.000000000E1
3.573070300E1,1.722007065E-2,1.932848713E0,6.126300000E-5,1.600000024E0,5.000000000E1
3.573486558E1,1.730289109E-2,1.933862316E0,6.163200000E-5,1.600000024E0,5.000000000E1
3.573902812E1,1.748473540E-2,1.986039501E0,6.156500000E-5,1.600000024E0,5.000000000E1
3.574319071E1,1.741643793E-2,1.994053985E0,6.149200000E-5,1.600000024E0,5.000000000E1
3.574735325E1,1.727100343E-2,1.980206342E0,6.141100000E-5,1.600000024E0,5.000000000E1
3.575151592E1,1.744295666E-2,2.001756952E0,6.130900000E-5,1.600000024E0,5.000000000E1
3.575567850E1,1.740886115E-2,2.008080571E0,6.124500000E-5,1.600000024E0,5.000000000E1
3.575984104E1,1.723638054E-2,1.991659107E0,6.117000000E-5,1.600000024E0,5.000000000E1
3.576400367E1,1.725606116E-2,1.997159762E0,6.109400000E-5,1.600000024E0,5.000000000E1
3.576816621E1,1.733688176E-2,2.011791027E0,6.100600000E-5,1.600000024E0,5.000000000E1
3.577232879E1,1.751009778E-2,2.044159058E0,6.090300000E-5,1.600000024E0,5.000000000E1
3.577649142E1,1.709926149E-2,2.018376811E0,6.079000000E-5,1.600000024E0,5.000000000E1
3.578065400E1,1.728805036E-2,2.043595854E0,6.068700000E-5,1.600000024E0,5.000000000E1
3.578481658E1,1.734730024E-2,2.046388289E0,6.044500000E-5,1.600000024E0,5.000000000E1
3.578897917E1,1.739391725E-2,2.067791532E0,6.033400000E-5,1.600000024E0,5.000000000E1
3.579314175E1,1.726731987E-2,2.077791296E0,6.023000000E-5,1.600000024E0,5.000000000E1
3.579730429E1,1.702349207E-2,2.044956485E0,6.013300000E-5,1.600000024E0,5.000000000E1
3.580146692E1,1.721217940E-2,2.066973461E0,6.002800000E-5,1.600000024E0,5.000000000E1
3.580562950E1,1.729731251E-2,2.109857423E0,5.977600000E-5,1.600000024E0,5.000000000E1
3.580979213E1,1.709641815E-2,2.090359004E0,5.952300000E-5,1.600000024E0,5.000000000E1
3.581395467E1,1.716313835E-2,2.116119453E0,5.929100000E-5,1.600000024E0,5.000000000E1
3.581811725E1,1.716587523E-2,2.119575142E0,5.903400000E-5,1.600000024E0,5.000000000E1
3.582227979E1,1.714882666E-2,2.128235911E0,5.875700000E-5,1.600000024E0,5.000000000E1
3.582644242E1,1.693393836E-2,2.123357028E0,5.849100000E-5,1.600000024E0,5.000000000E1
3.583060496E1,1.732278136E-2,2.164281245E0,5.822000000E-5,1.600000024E0,5.000000000E1
3.583476762E1,1.718008046E-2,2.166649853E0,5.793900000E-5,1.600000024E0,5.000000000E1
3.583893017E1,1.710546901E-2,2.189932713E0,5.768300000E-5,1.600000024E0,5.000000000E1
3.584309275E1,1.715524546E-2,2.191419854E0,5.744100000E-5,1.600000024E0,5.000000000E1
3.584725529E1,1.694898709E-2,2.198887589E0,5.718100000E-5,1.600000024E0,5.000000000E1
3.585141787E1,1.689552707E-2,2.202148739E0,5.692500000E-5,1.600000024E0,5.000000000E1
3.585558046E1,1.707737302E-2,2.219234744E0,5.667500000E-5,1.600000024E0,5.000000000E1
3.585974308E1,1.708747539E-2,2.226200505E0,5.641900000E-5,1.600000024E0,5.000000000E1
3.586390567E1,1.718144972E-2,2.255447593E0,5.616300000E-5,1.600000024E0,5.000000000E1
3.586806821E1,1.689005332E-2,2.238744947E0,5.590300000E-5,1.600000024E0,5.000000000E1
3.587223088E1,1.687227098E-2,2.265612664E0,5.560000000E-5,1.600000024E0,5.000000000E1
3.587639338E1,1.690215716E-2,2.283902015E0,5.529400000E-5,1.600000024E0,5.000000000E1
3.588055604E1,1.675966755E-2,2.298914978E0,5.498500000E-5,1.600000024E0,5.000000000E1
3.588471854E1,1.689152740E-2,2.312453736E0,5.465500000E-5,1.600000024E0,5.000000000E1
3.588888121E1,1.688805512E-2,2.329298249E0,5.432200000E-5,1.600000024E0,5.000000000E1
3.589304371E1,1.668905578E-2,2.332892184E0,5.400300000E-5,1.600000024E0,5.000000000E1
3.589720633E1,1.678408325E-2,2.351636206E0,5.370200000E-5,1.600000024E0,5.000000000E1
3.590136892E1,1.681081162E-2,2.367614943E0,5.338500000E-5,1.600000024E0,5.000000000E1
3.590553154E1,1.664127916E-2,2.441577563E0,5.283400000E-5,1.600000024E0,5.000000000E1
3.590969404E1,1.651478825E-2,2.452096517E0,5.228600000E-5,1.600000024E0,5.000000000E1
3.591385667E1,1.676366886E-2,2.499796462E0,5.175100000E-5,1.600000024E0,5.000000000E1
3.591801925E1,1.668295308E-2,2.525574547E0,5.122900000E-5,1.600000024E0,5.000000000E1
3.592218179E1,1.656109078E-2,2.536715800E0,5.069000000E-5,1.600000024E0,5.000000000E1
3.592634442E1,1.695792985E-2,2.610051834E0,5.019100000E-5,1.600000024E0,5.000000000E1
3.593050700E1,1.671020885E-2,2.623605852E0,4.970600000E-5,1.600000024E0,5.000000000E1
3.593466958E1,1.685069698E-2,2.648464962E0,4.923100000E-5,1.600000024E0,5.000000000E1
3.593883221E1,1.652720492E-2,2.687786294E0,4.872700000E-5,1.600000024E0,5.000000000E1
3.594299479E1,1.700823206E-2,2.707550526E0,4.821000000E-5,1.600000024E0,5.000000000E1
3.594715733E1,1.704085511E-2,2.729532455E0,4.768900000E-5,1.600000024E0,5.000000000E1
3.595131996E1,1.708168717E-2,2.768971014E0,4.716900000E-5,1.600000024E0,5.000000000E1
3.595548254E1,1.721060049E-2,2.814917778E0,4.667600000E-5,1.600000024E0,5.000000000E1
3.595964508E1,1.705622159E-2,2.830801387E0,4.615600000E-5,1.600000024E0,5.000000000E1
3.596380771E1,1.713651480E-2,2.875535903E0,4.566700000E-5,1.600000024E0,5.000000000E1
3.596797025E1,1.687889944E-2,2.884270731E0,4.515200000E-5,1.600000024E0,5.000000000E1
3.597213288E1,1.744474521E-2,2.905229145E0,4.465500000E-5,1.600000024E0,5.000000000E1
3.597629542E1,1.718902649E-2,2.914531836E0,4.415800000E-5,1.600000024E0,5.000000000E1
3.598045804E1,1.680123664E-2,2.911485437E0,4.369000000E-5,1.600000024E0,5.000000000E1
3.598462054E1,1.697529617E-2,2.953110623E0,4.320300000E-5,1.600000024E0,5.000000000E1
3.598878321E1,1.714482698E-2,2.995901534E0,4.272800000E-5,1.600000024E0,5.000000000E1
3.599294575E1,1.718671055E-2,3.035741191E0,4.226400000E-5,1.600000024E0,5.000000000E1
3.599710837E1,1.709663108E-2,3.091499384E0,4.179900000E-5,1.600000024E0,5.000000000E1
3.600127096E1,1.705821979E-2,3.091407719E0,4.134700000E-5,1.600000024E0,5.000000000E1
3.600543350E1,1.640671188E-2,2.974971841E0,4.092600000E-5,1.600000024E0,5.000000000E1
3.600959612E1,1.652278596E-2,3.023516674E0,4.051500000E-5,1.600000024E0,5.000000000E1
3.601375871E1,1.643996552E-2,3.026872263E0,4.009100000E-5,1.600000024E0,5.000000000E1
3.601792129E1,1.658613706E-2,3.082145084E0,3.968300000E-5,1.600000024E0,5.000000000E1
3.602208383E1,1.632831204E-2,3.080093744E0,3.927900000E-5,1.600000024E0,5.000000000E1
3.602624646E1,1.657193019E-2,3.131121204E0,3.887900000E-5,1.600000024E0,5.000000000E1
3.603040900E1,1.699434293E-2,3.164255680E0,3.848300000E-5,1.600000024E0,5.000000000E1
3.603457163E1,1.717713557E-2,3.177277660E0,3.810200000E-5,1.600000024E0,5.000000000E1
3.603873417E1,1.651910239E-2,2.865875517E0,3.775200000E-5,1.600000024E0,5.000000000E1
3.604289675E1,1.675966919E-2,2.909872192E0,3.745200000E-5,1.600000024E0,5.000000000E1
3.604705937E1,1.641397419E-2,2.897451550E0,3.713800000E-5,1.600000024E0,5.000000000E1
3.605122192E1,1.637261474E-2,2.918094700E0,3.682500000E-5,1.600000024E0,5.000000000E1
3.605538450E1,1.636146086E-2,2.945767098E0,3.654200000E-5,1.600000024E0,5.000000000E1
3.605954712E1,1.638608621E-2,2.966385616E0,3.626600000E-5,1.600000024E0,5.000000000E1
3.606370971E1,1.646122341E-2,3.005435390E0,3.598600000E-5,1.600000024E0,5.000000000E1
3.606787229E1,1.629126838E-2,3.012622279E0,3.567700000E-5,1.600000024E0,5.000000000E1
3.607203487E1,1.527922802E-2,2.694531460E0,3.550100000E-5,1.600000024E0,5.000000000E1
3.607619742E1,1.529964405E-2,2.688947728E0,3.535500000E-5,1.600000024E0,5.000000000E1
3.608036000E1,1.512369115E-2,2.681670352E0,3.521800000E-5,1.600000024E0,5.000000000E1
3.608452258E1,1.515147430E-2,2.689336464E0,3.507600000E-5,1.600000024E0,5.000000000E1
3.608868521E1,1.530280186E-2,2.707079395E0,3.493200000E-5,1.600000024E0,5.000000000E1
3.609284779E1,1.522387463E-2,2.706019962E0,3.479100000E-5,1.600000024E0,5.000000000E1
3.609701038E1,1.525481396E-2,2.718801040E0,3.464800000E-5,1.600000024E0,5.000000000E1
3.610117300E1,1.537877928E-2,2.736274577E0,3.458700000E-5,1.600000024E0,5.000000000E1
3.610533554E1,1.427013254E-2,2.444223821E0,3.455100000E-5,1.600000024E0,5.000000000E1
3.610949817E1,1.429181137E-2,2.441569621E0,3.476000000E-5,1.600000024E0,5.000000000E1
3.611366067E1,1.425655789E-2,2.419713344E0,3.497100000E-5,1.600000024E0,5.000000000E1
3.611782329E1,1.425634825E-2,2.383920660E0,3.518300000E-5,1.600000024E0,5.000000000E1
3.612198587E1,1.417342298E-2,2.373116262E0,3.539600000E-5,1.600000024E0,5.000000000E1
3.612614846E1,1.417573729E-2,2.349450525E0,3.561000000E-5,1.600000024E0,5.000000000E1
3.613031108E1,1.555294363E-2,2.493644911E0,3.582500000E-5,1.600000024E0,5.000000000E1
3.613447363E1,1.562281836E-2,2.492573004E0,3.604100000E-5,1.600000024E0,5.000000000E1
3.613863625E1,1.440367449E-2,2.452000779E0,3.568900000E-5,1.600000024E0,5.000000000E1
3.614279879E1,1.458562526E-2,2.405583050E0,3.552300000E-5,1.600000024E0,5.000000000E1
3.614696137E1,1.451680368E-2,2.365201954E0,3.547000000E-5,1.600000024E0,5.000000000E1
3.615112392E1,1.461183115E-2,2.378777366E0,3.540500000E-5,1.600000024E0,5.000000000E1
3.615528650E1,1.456110637E-2,2.372153928E0,3.536100000E-5,1.600000024E0,5.000000000E1
3.615944912E1,1.456921054E-2,2.369040653E0,3.531700000E-5,1.600000024E0,5.000000000E1
3.616361171E1,1.369355218E-2,2.282999055E0,3.525200000E-5,1.600000024E0,5.000000000E1
3.616777429E1,1.186846835E-2,2.005262434E0,3.521600000E-5,1.600000024E0,5.000000000E1
3.617193692E1,1.195865428E-2,2.019857852E0,3.518000000E-5,1.600000024E0,5.000000000E1
3.617609942E1,1.180206508E-2,2.021104044E0,3.514200000E-5,1.600000024E0,5.000000000E1
3.618026204E1,1.201053457E-2,2.026694115E0,3.509800000E-5,1.600000024E0,5.000000000E1
3.618442462E1,1.195549729E-2,2.043856809E0,3.506200000E-5,1.600000024E0,5.000000000E1
3.618858717E1,1.196591577E-2,2.027194393E0,3.502600000E-5,1.600000024E0,5.000000000E1
3.619274983E1,1.177270465E-2,2.016121844E0,3.499100000E-5,1.600000024E0,5.000000000E1
3.619691238E1,1.190919312E-2,2.049782619E0,3.495300000E-5,1.600000024E0,5.000000000E1
3.620107496E1,1.191855927E-2,2.034637070E0,3.491300000E-5,1.600000024E0,5.000000000E1
3.620523754E1,1.164579198E-2,1.999961004E0,3.486300000E-5,1.600000024E0,5.000000000E1
3.620940017E1,1.166010367E-2,2.004609530E0,3.481800000E-5,1.600000024E0,5.000000000E1
3.621356271E1,1.181700817E-2,2.018484147E0,3.477500000E-5,1.600000024E0,5.000000000E1
3.621772533E1,1.175029043E-2,2.024106713E0,3.473700000E-5,1.600000024E0,5.000000000E1
3.622188783E1,1.165294783E-2,2.016652220E0,3.469500000E-5,1.600000024E0,5.000000000E1
3.622605046E1,1.264299572E-2,2.122502930E0,3.465300000E-5,1.600000024E0,5.000000000E1
3.623021304E1,1.298132359E-2,2.157010903E0,3.462000000E-5,1.600000024E0,5.000000000E1
3.623437562E1,1.297090593E-2,2.166887348E0,3.458100000E-5,1.600000024E0,5.000000000E1
3.623853817E1,1.258290561E-2,2.016264356E0,3.454100000E-5,1.600000024E0,5.000000000E1
3.624270079E1,1.238085574E-2,1.992689064E0,3.450500000E-5,1.600000024E0,5.000000000E1
3.624686337E1,1.238085574E-2,1.993648670E0,3.447100000E-5,1.600000024E0,5.000000000E1
3.625102596E1,1.239390463E-2,1.983656989E0,3.444000000E-5,1.600000024E0,5.000000000E1
3.625518854E1,1.245757184E-2,2.002674378E0,3.439700000E-5,1.600000024E0,5.000000000E1
3.625935113E1,1.245946604E-2,2.007776382E0,3.436900000E-5,1.600000024E0,5.000000000E1
3.626351375E1,1.241147896E-2,2.002746833E0,3.433700000E-5,1.600000024E0,5.000000000E1
3.626767629E1,1.254060193E-2,2.042197001E0,3.430200000E-5,1.600000024E0,5.000000000E1
3.627183892E1,1.156213050E-2,1.846752938E0,3.427900000E-5,1.600000024E0,5.000000000E1
3.627600154E1,1.173155813E-2,1.853514777E0,3.425400000E-5,1.600000024E0,5.000000000E1
3.628016408E1,1.180290776E-2,1.891209602E0,3.423100000E-5,1.600000024E0,5.000000000E1
3.628432662E1,1.162285118E-2,1.855354786E0,3.443900000E-5,1.600000024E0,5.000000000E1
3.628848921E1,1.158212477E-2,1.826360350E0,3.464900000E-5,1.600000024E0,5.000000000E1
3.629265179E1,1.163411071E-2,1.822966856E0,3.486000000E-5,1.600000024E0,5.000000000E1
3.629681437E1,1.183300441E-2,1.835785317E0,3.507200000E-5,1.600000024E0,5.000000000E1
3.630097696E1,1.169661994E-2,1.818547005E0,3.504600000E-5,1.600000024E0,5.000000000E1
3.630513958E1,1.098470745E-2,1.687195799E0,3.526000000E-5,1.600000024E0,5.000000000E1
3.630930217E1,1.108383860E-2,1.681395503E0,3.523600000E-5,1.600000024E0,5.000000000E1
3.631346471E1,1.113193133E-2,1.698348774E0,3.521300000E-5,1.600000024E0,5.000000000E1
3.631762733E1,1.103311547E-2,1.684919133E0,3.518200000E-5,1.600000024E0,5.000000000E1
3.632178992E1,1.112645839E-2,1.708345634E0,3.515800000E-5,1.600000024E0,5.000000000E1
3.632595250E1,1.098891678E-2,1.667645559E0,3.537200000E-5,1.600000024E0,5.000000000E1
3.633011504E1,1.042622718E-2,1.626987423E0,3.534300000E-5,1.600000024E0,5.000000000E1
3.633427767E1,1.026953315E-2,1.596865853E0,3.555900000E-5,1.600000024E0,5.000000000E1
3.633844021E1,9.706422618E-3,1.524760804E0,3.577600000E-5,1.600000024E0,5.000000000E1
3.634260283E1,9.708106347E-3,1.524751759E0,3.599500000E-5,1.600000024E0,5.000000000E1
3.634676537E1,9.566144126E-3,1.504746912E0,3.621500000E-5,1.600000024E0,5.000000000E1
3.635092796E1,9.656330059E-3,1.499291708E0,3.643600000E-5,1.600000024E0,5.000000000E1
3.635509058E1,9.554042737E-3,1.485656862E0,3.665900000E-5,1.600000024E0,5.000000000E1
3.635925317E1,9.533627529E-3,1.478549294E0,3.688300000E-5,1.600000024E0,5.000000000E1
3.636341575E1,9.740307653E-3,1.485335842E0,3.710900000E-5,1.600000024E0,5.000000000E1
3.636757829E1,9.630758843E-3,1.472344272E0,3.733600000E-5,1.600000024E0,5.000000000E1
3.637174092E1,1.004275229E-2,1.542869782E0,3.731100000E-5,1.600000024E0,5.000000000E1
3.637590350E1,1.007590110E-2,1.536076527E0,3.753900000E-5,1.600000024E0,5.000000000E1
3.638006608E1,9.914576823E-3,1.513429166E0,3.776800000E-5,1.600000024E0,5.000000000E1
3.638422867E1,1.006958712E-2,1.525662197E0,3.799900000E-5,1.600000024E0,5.000000000E1
3.638839121E1,9.923942153E-3,1.492382693E0,3.823100000E-5,1.600000024E0,5.000000000E1
3.639255379E1,1.000707788E-2,1.488335580E0,3.846500000E-5,1.600000024E0,5.000000000E1
3.639671637E1,1.001665368E-2,1.483961741E0,3.870000000E-5,1.600000024E0,5.000000000E1
3.640087896E1,9.827020487E-3,1.471771350E0,3.893700000E-5,1.600000024E0,5.000000000E1
3.640504158E1,1.032962162E-2,1.522697698E0,3.917500000E-5,1.600000024E0,5.000000000E1
3.640920417E1,1.026090322E-2,1.521788417E0,3.914700000E-5,1.600000024E0,5.000000000E1
3.641336675E1,1.019965678E-2,1.530495674E0,3.912000000E-5,1.600000024E0,5.000000000E1
3.641752929E1,1.029626234E-2,1.517110083E0,3.935900000E-5,1.600000024E0,5.000000000E1
3.642169192E1,1.033719840E-2,1.512364763E0,3.933300000E-5,1.600000024E0,5.000000000E1
3.642585450E1,1.025858892E-2,1.519394597E0,3.930700000E-5,1.600000024E0,5.000000000E1
3.643001708E1,1.018913348E-2,1.506680824E0,3.927800000E-5,1.600000024E0,5.000000000E1
3.643417967E1,1.036245432E-2,1.558172617E0,3.924700000E-5,1.600000024E0,5.000000000E1
3.643834225E1,1.059618138E-2,1.580006017E0,3.920900000E-5,1.600000024E0,5.000000000E1
3.644250483E1,1.048168621E-2,1.560540864E0,3.918100000E-5,1.600000024E0,5.000000000E1
3.644666746E1,1.051588735E-2,1.569141550E0,3.914600000E-5,1.600000024E0,5.000000000E1
3.645083000E1,1.046221687E-2,1.566077430E0,3.911600000E-5,1.600000024E0,5.000000000E1
3.645499262E1,1.048905170E-2,1.574812919E0,3.908700000E-5,1.600000024E0,5.000000000E1
3.645915512E1,1.053746053E-2,1.577680866E0,3.905500000E-5,1.600000024E0,5.000000000E1
3.646331775E1,1.057281883E-2,1.577568547E0,3.901800000E-5,1.600000024E0,5.000000000E1
3.646748033E1,1.053619774E-2,1.571302556E0,3.898900000E-5,1.600000024E0,5.000000000E1
3.647164292E1,1.059165595E-2,1.596157262E0,3.895200000E-5,1.600000024E0,5.000000000E1
3.647580550E1,1.058955129E-2,1.608726647E0,3.891600000E-5,1.600000024E0,5.000000000E1
3.647996808E1,1.062417337E-2,1.624629357E0,3.887900000E-5,1.600000024E0,5.000000000E1
3.648413071E1,1.073677435E-2,1.639233909E0,3.884500000E-5,1.600000024E0,5.000000000E1
3.648829325E1,1.060786266E-2,1.624638427E0,3.881300000E-5,1.600000024E0,5.000000000E1
3.649245579E1,1.054924745E-2,1.614376430E0,3.877800000E-5,1.600000024E0,5.000000000E1
3.649661842E1,1.063301376E-2,1.613521920E0,3.874300000E-5,1.600000024E0,5.000000000E1
3.650078100E1,1.060039070E-2,1.624928143E0,3.871200000E-5,1.600000024E0,5.000000000E1
3.650494362E1,1.078023681E-2,1.661735431E0,3.866700000E-5,1.600000024E0,5.000000000E1
3.650910617E1,1.171798266E-2,1.738300481E0,3.863000000E-5,1.600000024E0,5.000000000E1
3.651326871E1,1.160917007E-2,1.737751386E0,3.858600000E-5,1.600000024E0,5.000000000E1
3.651743138E1,1.190940440E-2,1.785450959E0,3.854600000E-5,1.600000024E0,5.000000000E1
3.652159392E1,1.206136253E-2,1.793185034E0,3.850100000E-5,1.600000024E0,5.000000000E1
3.652575650E1,1.106826412E-2,1.713138854E0,3.845600000E-5,1.600000024E0,5.000000000E1
3.652991912E1,1.079370664E-2,1.679570532E0,3.840800000E-5,1.600000024E0,5.000000000E1
3.653408167E1,1.091609470E-2,1.686880739E0,3.836400000E-5,1.600000024E0,5.000000000E1
3.653824429E1,1.080023191E-2,1.683837384E0,3.831600000E-5,1.600000024E0,5.000000000E1
3.654240687E1,1.078476143E-2,1.703927599E0,3.826900000E-5,1.600000024E0,5.000000000E1
3.654656942E1,1.075876928E-2,1.686288974E0,3.821700000E-5,1.600000024E0,5.000000000E1
3.655073196E1,1.090620280E-2,1.710670946E0,3.816200000E-5,1.600000024E0,5.000000000E1
3.655489458E1,1.055145612E-2,1.675998902E0,3.810700000E-5,1.600000024E0,5.000000000E1
3.655905717E1,1.076929258E-2,1.701816179E0,3.805400000E-5,1.600000024E0,5.000000000E1
3.656321975E1,1.083453870E-2,1.713211008E0,3.800900000E-5,1.600000024E0,5.000000000E1
3.656738233E1,1.069510207E-2,1.702888564E0,3.796200000E-5,1.600000024E0,5.000000000E1
3.657154492E1,1.092419805E-2,1.732821038E0,3.791300000E-5,1.600000024E0,5.000000000E1
3.657570754E1,1.092272397E-2,1.730800498E0,3.786000000E-5,1.600000024E0,5.000000000E1
3.657987013E1,1.077792087E-2,1.718314402E0,3.781400000E-5,1.600000024E0,5.000000000E1
3.658403271E1,1.090262487E-2,1.732640548E0,3.776300000E-5,1.600000024E0,5.000000000E1
3.658819529E1,1.074340444E-2,1.727254676E0,3.771100000E-5,1.600000024E0,5.000000000E1
3.659235792E1,1.092440852E-2,1.743773850E0,3.766500000E-5,1.600000024E0,5.000000000E1
3.659652046E1,1.071572774E-2,1.720531915E0,3.761400000E-5,1.600000024E0,5.000000000E1
3.660068304E1,1.074498252E-2,1.738294426E0,3.756500000E-5,1.600000024E0,5.000000000E1
3.660484562E1,1.077739511E-2,1.730385756E0,3.751100000E-5,1.600000024E0,5.000000000E1
3.660900821E1,1.184163351E-2,1.838261624E0,3.746400000E-5,1.600000024E0,5.000000000E1
3.661317075E1,1.212724005E-2,1.877486177E0,3.741600000E-5,1.600000024E0,5.000000000E1
3.661733333E1,1.214397251E-2,1.894090138E0,3.736000000E-5,1.600000024E0,5.000000000E1
3.662149600E1,1.201400849E-2,1.878189144E0,3.731100000E-5,1.600000024E0,5.000000000E1
3.662565854E1,1.107773427E-2,1.775485212E0,3.726200000E-5,1.600000024E0,5.000000000E1
