Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
"1,892568333","-0,8198451233","-0,4572990417","9,741292877","9,78642199"
"1,902521333","-0,8152047729","-0,4604425049","9,72931778","9,774261638"
"1,912473333","-0,8159532166","-0,4510121155","9,739047546","9,783569834"
"1,922426333","-0,8122109985","-0,4363426208","9,741741943","9,785275555"
"1,932378333","-0,8105644226","-0,4270619202","9,732311554","9,775340646"
"1,942331333","-0,798589325","-0,4204756165","9,738897858","9,780627594"
"1,952283333","-0,8035290527","-0,4182302856","9,744586029","9,786599634"
"1,962236333","-0,8044271851","-0,3993695068","9,744586029","9,785885549"
"1,972189333","-0,8042774963","-0,3950285339","9,74443634","9,785547988"
"1,982141333","-0,7978408813","-0,3932322693","9,737700348","9,778240627"
"1,992094333","-0,8018824768","-0,3770658875","9,729168091","9,769437339"
"2,002046333","-0,7920030212","-0,3674858093","9,732910309","9,771993537"
"2,011999333","-0,7927514648","-0,3742218018","9,718390503","9,757848677"
"2,021951333","-0,7884104919","-0,3713777161","9,713450775","9,752468327"
"2,031904333","-0,7851173401","-0,3694317627","9,712402954","9,751085078"
"2,041857333","-0,7833210754","-0,3637435913","9,709109802","9,747446561"
"2,051809333","-0,7852670288","-0,3573069763","9,708810425","9,747066864"
"2,061762333","-0,7747888184","-0,3582051086","9,697733459","9,735226904"
"2,071714333","-0,7789801025","-0,3613485718","9,698781281","9,736721271"
"2,081667333","-0,7783813477","-0,3619473267","9,693991241","9,731924249"
"2,091619333","-0,7729925537","-0,3700305176","9,696086884","9,733886219"
"2,101572333","-0,7777825928","-0,3718267822","9,704768829","9,742984088"
"2,111525333","-0,7798782349","-0,3734733582","9,709259491","9,747687535"
"2,121477333","-0,7734416199","-0,3835025024","9,704020386","9,742345598"
"2,131430333","-0,7707472229","-0,3835025024","9,706415405","9,744517714"
"2,141382333","-0,7699987793","-0,4071533203","9,716594238","9,755556137"
"2,151335333","-0,7717950439","-0,4017645264","9,722132721","9,760991085"
"2,161287333","-0,7771838379","-0,4206253052","9,729916534","9,769965002"
"2,171240333","-0,783021698","-0,4261637878","9,726174316","9,766944527"
"2,181193333","-0,7794291687","-0,4390370178","9,725126495","9,766183937"
"2,191145333","-0,7855664063","-0,4522096252","9,728569336","9,770704655"
"2,201098333","-0,7876620483","-0,457149353","9,736502838","9,779002227"
"2,211050333","-0,7961943054","-0,4743635559","9,726473694","9,770528986"
"2,221003333","-0,7908055115","-0,4784051514","9,733359375","9,777143221"
"2,230955333","-0,7915539551","-0,4852908325","9,72931778","9,773519802"
"2,240908333","-0,7973918152","-0,5086422729","9,731114044","9,776969429"
"2,250861333","-0,8090675354","-0,5237608337","9,742939453","9,790494619"
"2,260813333","-0,8068222046","-0,522563324","9,744735718","9,79203292"
"2,270766333","-0,8008346558","-0,5301974487","9,744735718","9,791951781"
"2,280718333","-0,8017327881","-0,5415737915","9,763446808","9,811267564"
"2,290671333","-0,8137078857","-0,5510041809","9,75266922","9,802055042"
"2,300623333","-0,8146060181","-0,5545967102","9,7502742","9,79994936"
"2,310576333","-0,8075706482","-0,5619314575","9,749974823","9,799487046"
"2,320529333","-0,8059240723","-0,5743556213","9,743687897","9,79381702"
"2,330481333","-0,8128097534","-0,5794450378","9,749974823","9,800940021"
"2,340434333","-0,8164022827","-0,5751040649","9,748328247","9,799344926"
"2,350386333","-0,8047265625","-0,5785469055","9,744136963","9,794412004"
"2,360339333","-0,806073761","-0,586330719","9,732012177","9,782923879"
"2,370292333","-0,800684967","-0,5864804077","9,728419647","9,778916326"
"2,380244333","-0,7915539551","-0,5842350769","9,726623383","9,776251363"
"2,390197333","-0,7952961731","-0,5813909912","9,724378052","9,774151625"
"2,400149333","-0,7960446167","-0,5764512634","9,721833344","9,771388164"
"2,410102333","-0,7926017761","-0,5745053101","9,718091125","9,767270297"
"2,420054333","-0,783021698","-0,5692662048","9,724228363","9,772297798"
"2,430007333","-0,7854167175","-0,5617817688","9,718390503","9,766247598"
"2,439959333","-0,7943980408","-0,5619314575","9,706565094","9,755216099"
"2,449912333","-0,7881111145","-0,5553451538","9,713151398","9,760883026"
"2,459865333","-0,7752378845","-0,5394781494","9,71285202","9,75866409"
"2,469817333","-0,7852670288","-0,5294490051","9,705217896","9,751318626"
"2,479770333","-0,7855664063","-0,5215155029","9,711355133","9,757023702"
"2,489722333","-0,7779322815","-0,5155279541","9,724677429","9,769355087"
"2,499675333","-0,7723937988","-0,5016069031","9,709109802","9,752692696"
"2,509627333","-0,7815248108","-0,4879852295","9,713301086","9,756901589"
"2,519580333","-0,7767347717","-0,4731660461","9,715845795","9,758322731"
"2,529533333","-0,7825726318","-0,462538147","9,712702332","9,755149822"
"2,539485333","-0,7914042664","-0,4502636719","9,714648285","9,757225496"
"2,549438458","-0,7816744995","-0,4519102478","9,716594238","9,758454872"
"2,559390458","-0,775537262","-0,440533905","9,719138947","9,759978997"
"2,569343458","-0,7747888184","-0,4324507141","9,71524704","9,755682261"
"2,579295458","-0,7846682739","-0,4170327759","9,728868713","9,769365746"
"2,589248458","-0,7903564453","-0,4138893127","9,727222137","9,76805089"
"2,599201458","-0,7940986633","-0,4011657715","9,722432098","9,763053445"
"2,609153458","-0,7984396362","-0,3936813354","9,731413422","9,772046768"
"2,619106458","-0,7915539551","-0,3899391174","9,73395813","9,773870833"
"2,629058458","-0,786763916","-0,3855981445","9,740245056","9,779573464"
"2,639011458","-0,790506134","-0,3839515686","9,746531982","9,786071962"
"2,648964458","-0,8014334106","-0,3709286499","9,741292877","9,781240744"
"2,658916458","-0,8026309204","-0,3682342529","9,741292877","9,781237129"
"2,668869458","-0,7954458618","-0,3670367432","9,741442566","9,780754232"
"2,678821458","-0,7918533325","-0,3686833191","9,740694122","9,779779194"
"2,688774458","-0,7924520874","-0,3724255371","9,744885406","9,784143942"
"2,698726458","-0,7972421265","-0,366587677","9,733808441","9,773280325"
"2,708679458","-0,807121582","-0,3736230469","9,727521515","9,768096757"
"2,718631458","-0,7957452393","-0,3788621521","9,728868713","9,768706847"
"2,728584458","-0,789458313","-0,3799099731","9,727820892","9,767193831"
"2,738537458","-0,7972421265","-0,3830534363","9,724677429","9,76481828"
"2,748489458","-0,7970924377","-0,3926335144","9,719138947","9,759671065"
"2,758442458","-0,7825726318","-0,3957769775","9,720935211","9,760411913"
"2,768394458","-0,7930508423","-0,4023632813","9,717941437","9,758545569"
"2,778347458","-0,7917036438","-0,412691803","9,715546417","9,756482531"
"2,788299458","-0,7973918152","-0,4150868225","9,723030853","9,764499974"
"2,798252458","-0,7912545776","-0,4275109863","9,722132721","9,76364246"
"2,808205458","-0,7860154724","-0,4321513367","9,713600464","9,754927425"
"2,818157458","-0,7896080017","-0,4382885742","9,709558868","9,751467125"
"2,828110458","-0,7943980408","-0,453407135","9,708660736","9,751653171"
"2,838062458","-0,7937992859","-0,4537065125","9,715396729","9,758324677"
"2,848015458","-0,7915539551","-0,466280365","9,698182526","9,741597371"
"2,857967458","-0,784069519","-0,4818479919","9,713151398","9,756651709"
"2,867920458","-0,7896080017","-0,4881349182","9,710457001","9,754728682"
"2,877873458","-0,7930508423","-0,4879852295","9,701924744","9,746507218"
"2,887825458","-0,7845185852","-0,5035528564","9,704319763","9,748992612"
"2,897778458","-0,7888595581","-0,5078938293","9,708061981","9,75329293"
"2,907730458","-0,7973918152","-0,5233117676","9,718091125","9,764782846"
"2,917683458","-0,7937992859","-0,5278024292","9,713001709","9,759666742"
"2,927635458","-0,7899073792","-0,5269042969","9,724228363","9,770475887"
"2,937588458","-0,7927514648","-0,5343887329","9,729916534","9,776773597"
"2,947541458","-0,7966433716","-0,5426216125","9,723030853","9,770691268"
"2,957493458","-0,7993377686","-0,549357605","9,732910309","9,781118429"
