"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.981795250E0,-5.569917297E-1,2.746039581E0,1.311871948E1,1.341461047E1
2.991724250E0,-4.516108704E-1,2.762355652E0,1.319012100E1,1.348383674E1
3.001652250E0,-4.670288086E-1,2.675236816E0,1.319865326E1,1.347514214E1
3.011581250E0,-5.427713013E-1,2.539918213E0,1.320015015E1,1.345324307E1
3.021509250E0,-6.255491638E-1,2.435734863E0,1.325224182E1,1.348873713E1
3.031438250E0,-6.444099426E-1,2.429747314E0,1.339190140E1,1.362578289E1
3.041366250E0,-6.197113037E-1,2.373015289E0,1.353545288E1,1.375586160E1
3.051295250E0,-4.893324280E-1,2.348616028E0,1.369232666E1,1.390090835E1
3.061223250E0,-3.745211792E-1,2.335144043E0,1.384216507E1,1.404274537E1
3.071152250E0,-3.077600098E-1,2.310744781E0,1.385937927E1,1.405406174E1
3.081080250E0,-2.932402039E-1,2.270628204E0,1.366702927E1,1.385746843E1
3.091008250E0,-3.553610229E-1,2.153421936E0,1.350416794E1,1.367940274E1
3.100937250E0,-4.029620361E-1,1.996248779E0,1.339968521E1,1.355355862E1
3.110865250E0,-5.340893555E-1,1.942211151E0,1.327768890E1,1.342961125E1
3.120794250E0,-5.821394348E-1,2.071841583E0,1.318338501E1,1.335788360E1
3.130722250E0,-5.358856201E-1,2.097588043E0,1.304552170E1,1.322394364E1
3.140651250E0,-4.939727783E-1,2.160606995E0,1.301992493E1,1.320722063E1
3.150579250E0,-3.776646423E-1,2.155218201E0,1.309955933E1,1.328104102E1
3.160508250E0,-2.630030823E-1,2.149230652E0,1.318098999E1,1.335765174E1
3.170436250E0,-2.643502808E-1,2.098935242E0,1.310150528E1,1.327120382E1
3.180364250E0,-3.046165466E-1,1.930086365E0,1.292232788E1,1.306922272E1
